,X,Age,Education,Marital.Status,Gender,Income
19758,19758,40,Higher Education,Married,Male,34.35356607
19759,19759,27,Higher Education,Not Married,Male,32.51524778
19760,19760,34,Higher Education,Not Married,Male,26.05585692
19761,19761,35,None Higher Education,Married,Female,62.05844697
19762,19762,29,Higher Education,Married,Male,22.00797961
19763,19763,41,Higher Education,Not Married,Female,53.4411695
19764,19764,33,Higher Education,Married,Female,35.86249406
19765,19765,22,Higher Education,Married,Female,38.36988494
19766,19766,52,None Higher Education,Married,Male,52.23081229
19767,19767,20,Higher Education,Married,Male,22.73712063
19768,19768,18,None Higher Education,Not Married,Male,52.16853346
19769,19769,63,None Higher Education,Married,Male,59.68826732
19770,19770,49,None Higher Education,Not Married,Female,45.28468151
19771,19771,58,Higher Education,Married,Male,30.61758016
19772,19772,23,Higher Education,Not Married,Female,23.20025658
19773,19773,59,Higher Education,Married,Male,46.07392585
19774,19774,49,Higher Education,Married,Male,30.12233168
19775,19775,23,None Higher Education,Not Married,Female,50.59956226
19776,19776,17,None Higher Education,Not Married,Male,42.6118213
19777,19777,20,None Higher Education,Not Married,Male,48.62121077
19778,19778,36,None Higher Education,Married,Male,52.78937655
19779,19779,64,Higher Education,Not Married,Female,27.60735298
19780,19780,34,Higher Education,Not Married,Female,30.58182426
19781,19781,63,None Higher Education,Married,Female,38.02732913
19782,19782,51,Higher Education,Not Married,Female,27.48085241
19783,19783,40,Higher Education,Not Married,Female,16.91893355
19784,19784,55,None Higher Education,Married,Male,55.31857368
19785,19785,35,Higher Education,Not Married,Male,15.90843498
19786,19786,30,None Higher Education,Not Married,Male,53.38918108
19787,19787,47,None Higher Education,Married,Male,48.28518048
19788,19788,29,None Higher Education,Not Married,Male,46.7933682
19789,19789,17,None Higher Education,Not Married,Female,37.97186747
19790,19790,32,Higher Education,Married,Male,11.57141005
19791,19791,55,None Higher Education,Married,Male,75.75146509
19792,19792,47,Higher Education,Not Married,Male,28.17966917
19793,19793,50,None Higher Education,Not Married,Male,57.26871363
19794,19794,42,Higher Education,Married,Male,21.35549356
19795,19795,32,Higher Education,Married,Male,34.77999746
19796,19796,60,None Higher Education,Married,Male,52.06248167
19797,19797,53,Higher Education,Married,Male,35.94131451
19798,19798,58,None Higher Education,Not Married,Male,49.91780434
19799,19799,45,None Higher Education,Not Married,Male,54.54162783
19800,19800,31,Higher Education,Not Married,Male,37.98256161
19801,19801,32,Higher Education,Not Married,Male,21.43201069
19802,19802,37,Higher Education,Not Married,Female,22.40424999
19803,19803,28,Higher Education,Not Married,Female,37.54703955
19804,19804,26,None Higher Education,Not Married,Male,56.64779642
19805,19805,47,Higher Education,Married,Male,1.772260746
19806,19806,34,Higher Education,Married,Male,47.42583697
19807,19807,42,Higher Education,Not Married,Male,25.53293264
19808,19808,48,None Higher Education,Married,Female,48.69462468
19809,19809,32,Higher Education,Not Married,Female,22.81833412
19810,19810,35,None Higher Education,Married,Female,43.65484037
19811,19811,46,Higher Education,Married,Female,15.6037249
19812,19812,38,Higher Education,Married,Male,34.12642586
19813,19813,49,Higher Education,Married,Male,34.98381369
19814,19814,35,None Higher Education,Married,Male,21.16924227
19815,19815,61,Higher Education,Not Married,Male,35.99753228
19816,19816,45,None Higher Education,Not Married,Male,61.43424795
19817,19817,31,None Higher Education,Not Married,Male,54.72399129
19818,19818,52,Higher Education,Married,Male,30.45512386
19819,19819,20,Higher Education,Not Married,Male,29.54024958
19820,19820,64,None Higher Education,Married,Male,46.82053713
19821,19821,20,Higher Education,Not Married,Male,14.14087732
19822,19822,24,Higher Education,Not Married,Male,20.52564695
19823,19823,29,None Higher Education,Married,Male,36.57707592
19824,19824,23,None Higher Education,Not Married,Female,43.10686304
19825,19825,34,Higher Education,Married,Male,21.03675713
19826,19826,54,Higher Education,Not Married,Female,24.21039606
19827,19827,21,Higher Education,Not Married,Female,25.33391359
19828,19828,23,None Higher Education,Not Married,Female,48.95613357
19829,19829,79,None Higher Education,Not Married,Female,59.04834947
19830,19830,55,Higher Education,Married,Male,31.73542913
19831,19831,42,Higher Education,Married,Male,25.05479861
19832,19832,60,Higher Education,Not Married,Female,43.63038065
19833,19833,37,None Higher Education,Not Married,Male,60.14836184
19834,19834,47,Higher Education,Not Married,Male,36.5885955
19835,19835,20,Higher Education,Not Married,Male,23.43436492
19836,19836,53,None Higher Education,Not Married,Male,46.52874397
19837,19837,34,Higher Education,Married,Female,28.0052748
19838,19838,43,Higher Education,Not Married,Female,15.36419017
19839,19839,24,Higher Education,Married,Male,16.83401431
19840,19840,23,Higher Education,Not Married,Male,39.29534385
19841,19841,29,None Higher Education,Not Married,Male,54.59693885
19842,19842,58,Higher Education,Not Married,Female,24.20466399
19843,19843,55,None Higher Education,Married,Male,50.51911391
19844,19844,40,Higher Education,Not Married,Female,42.48284138
19845,19845,43,Higher Education,Married,Female,19.14037081
19846,19846,25,Higher Education,Not Married,Male,37.27649025
19847,19847,23,None Higher Education,Not Married,Male,33.56938917
19848,19848,34,Higher Education,Married,Male,31.41598939
19849,19849,26,Higher Education,Not Married,Female,38.25105512
19850,19850,60,Higher Education,Not Married,Female,25.70238535
19851,19851,39,Higher Education,Married,Male,43.09564101
19852,19852,21,Higher Education,Not Married,Male,15.04931513
19853,19853,45,Higher Education,Married,Male,6.719782454
19854,19854,33,Higher Education,Not Married,Male,44.29883343
19855,19855,26,None Higher Education,Not Married,Male,31.54568518
19856,19856,39,Higher Education,Not Married,Female,20.9961544
19857,19857,29,None Higher Education,Not Married,Female,49.29071078
19858,19858,29,Higher Education,Not Married,Female,21.02600543
19859,19859,52,None Higher Education,Married,Male,66.59501057
19860,19860,34,None Higher Education,Married,Male,54.2308572
19861,19861,24,Higher Education,Not Married,Male,31.15018955
19862,19862,77,Higher Education,Married,Male,18.71815457
19863,19863,34,Higher Education,Married,Male,41.58263532
19864,19864,53,None Higher Education,Married,Male,56.00414833
19865,19865,31,Higher Education,Not Married,Male,23.56516659
19866,19866,58,Higher Education,Not Married,Female,17.02281694
19867,19867,50,Higher Education,Married,Male,30.99286017
19868,19868,32,Higher Education,Married,Male,29.73237456
19869,19869,57,Higher Education,Not Married,Female,40.84535093
19870,19870,32,Higher Education,Not Married,Female,28.73422211
19871,19871,77,None Higher Education,Married,Female,36.39637487
19872,19872,37,Higher Education,Not Married,Male,24.88179061
19873,19873,51,Higher Education,Married,Female,36.58130997
19874,19874,33,None Higher Education,Not Married,Male,35.33721553
19875,19875,53,Higher Education,Married,Female,15.87826424
19876,19876,32,Higher Education,Not Married,Male,49.33050768
19877,19877,30,Higher Education,Married,Male,37.00122749
19878,19878,19,Higher Education,Not Married,Female,25.18389873
19879,19879,33,None Higher Education,Married,Female,64.97487945
19880,19880,31,None Higher Education,Not Married,Female,46.17458862
19881,19881,28,Higher Education,Not Married,Female,25.37920127
19882,19882,19,None Higher Education,Not Married,Female,44.58511756
19883,19883,27,Higher Education,Married,Male,24.86319443
19884,19884,21,None Higher Education,Married,Male,29.68596271
19885,19885,24,None Higher Education,Not Married,Female,44.26479236
19886,19886,46,Higher Education,Not Married,Male,19.15148014
19887,19887,31,None Higher Education,Not Married,Female,50.90243908
19888,19888,60,Higher Education,Married,Male,9.222354673
19889,19889,21,None Higher Education,Not Married,Female,55.52163759
19890,19890,38,None Higher Education,Not Married,Female,52.17854444
19891,19891,31,None Higher Education,Not Married,Male,45.25088423
19892,19892,26,None Higher Education,Married,Male,38.1271383
19893,19893,46,Higher Education,Not Married,Female,42.62077231
19894,19894,25,Higher Education,Married,Male,32.01854064
19895,19895,23,Higher Education,Not Married,Male,22.92809945
19896,19896,53,Higher Education,Married,Male,23.17666304
19897,19897,42,Higher Education,Married,Female,31.95398592
19898,19898,29,Higher Education,Married,Female,33.27222882
19899,19899,45,Higher Education,Married,Male,34.31068017
19900,19900,70,None Higher Education,Not Married,Male,59.07713238
19901,19901,55,None Higher Education,Married,Male,48.05595503
19902,19902,40,Higher Education,Married,Male,37.48882061
19903,19903,17,None Higher Education,Not Married,Male,52.08242359
19904,19904,18,Higher Education,Not Married,Male,20.08818704
19905,19905,34,Higher Education,Not Married,Male,24.70923957
19906,19906,41,Higher Education,Not Married,Female,42.25360773
19907,19907,28,None Higher Education,Not Married,Male,65.94564238
19908,19908,23,Higher Education,Not Married,Male,36.01162809
19909,19909,32,Higher Education,Not Married,Male,18.35033846
19910,19910,56,None Higher Education,Married,Male,51.65267251
19911,19911,36,Higher Education,Not Married,Male,40.27489763
19912,19912,26,Higher Education,Not Married,Male,39.8763378
19913,19913,62,None Higher Education,Not Married,Female,65.74489832
19914,19914,35,None Higher Education,Not Married,Female,71.59822804
19915,19915,25,None Higher Education,Not Married,Female,63.43284829
19916,19916,28,Higher Education,Married,Male,41.01055048
19917,19917,21,Higher Education,Not Married,Female,17.14134889
19918,19918,31,None Higher Education,Married,Male,53.72681991
19919,19919,23,None Higher Education,Not Married,Male,44.94492694
19920,19920,58,None Higher Education,Married,Male,49.98862153
19921,19921,55,Higher Education,Married,Male,35.60486156
19922,19922,54,Higher Education,Married,Male,39.98686672
19923,19923,33,Higher Education,Married,Male,14.41964884
19924,19924,28,None Higher Education,Married,Male,34.0497864
19925,19925,40,None Higher Education,Married,Male,48.51719413
19926,19926,33,None Higher Education,Married,Male,40.36152765
19927,19927,27,Higher Education,Not Married,Male,38.05976774
19928,19928,55,Higher Education,Not Married,Male,29.48585367
19929,19929,53,Higher Education,Not Married,Male,20.23909156
19930,19930,23,None Higher Education,Not Married,Male,52.68838055
19931,19931,66,Higher Education,Not Married,Male,24.31317755
19932,19932,34,None Higher Education,Married,Male,44.75985096
19933,19933,39,None Higher Education,Not Married,Male,49.60256793
19934,19934,21,Higher Education,Not Married,Female,51.37480912
19935,19935,26,Higher Education,Married,Female,34.04034003
19936,19936,21,Higher Education,Not Married,Female,38.646574
19937,19937,59,Higher Education,Married,Male,32.33729493
19938,19938,61,None Higher Education,Married,Male,39.85175034
19939,19939,30,None Higher Education,Married,Male,35.01797855
19940,19940,22,None Higher Education,Married,Male,46.05142879
19941,19941,47,Higher Education,Not Married,Female,47.8427824
19942,19942,50,Higher Education,Not Married,Male,11.35114517
19943,19943,67,None Higher Education,Not Married,Female,42.99142966
19944,19944,59,None Higher Education,Married,Male,60.0523572
19945,19945,35,None Higher Education,Not Married,Female,63.12097031
19946,19946,56,Higher Education,Married,Female,21.94102036
19947,19947,28,Higher Education,Not Married,Male,31.59748692
19948,19948,34,Higher Education,Not Married,Female,23.67523308
19949,19949,63,None Higher Education,Not Married,Female,53.23901471
19950,19950,48,Higher Education,Married,Male,17.19081413
19951,19951,41,Higher Education,Married,Male,30.39333947
19952,19952,26,Higher Education,Not Married,Female,33.75466634
19953,19953,47,None Higher Education,Married,Male,57.04425071
19954,19954,29,None Higher Education,Married,Male,45.56643063
19955,19955,30,Higher Education,Not Married,Male,33.0972328
19956,19956,19,Higher Education,Not Married,Male,22.73880158
19957,19957,27,None Higher Education,Not Married,Female,29.84835777
19958,19958,59,Higher Education,Married,Male,20.26500587
19959,19959,19,Higher Education,Not Married,Male,46.31798065
19960,19960,45,None Higher Education,Married,Male,45.75912582
19961,19961,37,Higher Education,Not Married,Male,34.40590237
19962,19962,44,Higher Education,Married,Female,13.62040731
19963,19963,34,None Higher Education,Married,Male,67.15973696
19964,19964,30,None Higher Education,Not Married,Female,59.96225422
19965,19965,30,None Higher Education,Married,Male,58.13228424
19966,19966,56,None Higher Education,Not Married,Female,36.09111788
19967,19967,19,Higher Education,Not Married,Female,41.0045278
